"",Location,Patron Type,Item Type,Age Range,Rule Number,Active,Editable By
482,bgcba,9999,9999,,1,Y,ADMIN
483,bmcba,9999,9999,,1,Y,ADMIN
484,becba,9999,9999,,1,Y,ADMIN
485,bncba,9999,9999,,1,Y,ADMIN
486,bbcba,"1-12,17-21",13,,214,Y,ADMIN
487,bmcba,"1-12,17-21",13,,214,Y,ADMIN
488,becba,"1-12,17-21",13,,214,Y,ADMIN
489,bgcba,"1-12,17-21",13,,214,Y,ADMIN
490,bncba,"1-12,17-21",13,,214,Y,ADMIN
491,bbcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
492,bmcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
493,becba,"1-8,10,12,19-21",17,,223,Y,ADMIN
494,bgcba,"1-8,10,12,19-21",17,,223,Y,ADMIN
495,bncba,"1-8,10,12,19-21",17,,223,Y,ADMIN
496,"b*   ","1-3,5,7,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,54,Y,ADMIN
497,"b*   ","4,7-8,12,70",20,,55,Y,ADMIN
498,bbfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
499,bbfpj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
500,bbfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ADMIN
501,bbfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ADMIN
502,bmfpj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
503,bmfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
504,befcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
505,befbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
506,befbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
507,bgfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
508,bgfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
509,bmfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
510,bmfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
511,bnfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
512,bnfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
513,"bmej ","34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
514,"bmej ","1-3,5,10,13,17-21",20,,110,Y,ALL
515,bgfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
516,bbnfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
517,bmnfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
518,"b*   ","1-6,7,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,95-100,105-106,108-112,114-119,125-129,131-133,135-137",23,,103,Y,ADMIN
519,bmill,"1-8,10,13,17-21","0-1,7,10,11,14,15,16,17,19",,119,Y,ALL
520,bmill,"1-8,10,13,17-21","2-3,8-9",,120,Y,ALL
521,"bc   ",11,9999,,17,N,ALL
522,bevmj,6,"7,8,9",,11,Y,ADMIN
523,bevmj,"1-5,7-8,10,12-13,17-21,34-43,45-46,67-77,80-82,84-86,95-100,105-106,108-112,114-119,125-129,131-133,135-137","7,8,9,20",,83,Y,ALL
524,bgvmj,6,"7,8,9",,11,Y,ADMIN
525,bgvmj,"1-5,7-8,10,12-13,17-21,34-43,45-46,67-77,80-82,84-87,95-100,105-106,108-112,114-119,125-129,131-133,135-137","7,8,9,20",,83,Y,ALL
526,"bmi  ",9999,9999,,1,Y,ADMIN
527,bberd,9999,5,,1,Y,ADMIN
528,bberd,"1-8,10,13,17-21",5,,103,Y,ADMIN
529,beerd,9999,5,,1,Y,ADMIN
530,beerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
531,bgerd,9999,5,,1,Y,ADMIN
532,bgerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
533,bnerd,9999,5,,1,Y,ADMIN
534,bnerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
535,bmerd,9999,5,,1,Y,ADMIN
536,bmerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
537,bmerd,7,40,,101,N,ADMIN
538,bnrba,9999,13,,1,Y,ADMIN
539,bnrba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
540,bgrba,9999,13,,1,Y,ADMIN
541,bgrba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
542,berba,9999,13,,1,Y,ADMIN
543,berba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
544,bbrba,9999,13,,1,Y,ADMIN
545,bbrba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
546,bmrba,9999,13,,1,Y,ADMIN
547,bmrba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
548,bbktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ADMIN
549,bnktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ADMIN
550,bektj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
551,bgktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
552,bmktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
553,bbktj,"1-8,10,13,17-21",9999,,104,Y,ADMIN
554,bektj,"1-8,10,13,17-21",9999,,104,Y,ALL
555,bgktj,"1-8,10,13,17-21",9999,,104,Y,ALL
556,bmktj,"1-8,10,13,17-21",9999,,104,Y,ALL
557,bnktj,"1-8,10,13,17-21",9999,,104,Y,ADMIN
558,bbmh*,9999,9999,,1,Y,ADMIN
559,bbmha,6,9999,,11,Y,ADMIN
560,bbmha,"1-5,7-8,10-13,17-21",9999,12+,6,Y,ADMIN
561,bmmh*,9999,9999,,1,Y,ADMIN
562,bmmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
563,bmmha,6,9999,,11,Y,ADMIN
564,bmmha,"1-5,7-8,10-13,17-21",9999,12+,6,Y,ADMIN
565,bemh*,9999,9999,,1,Y,ADMIN
566,bemhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
567,bemha,6,9999,,11,Y,ADMIN
568,bemha,"1-5,7-8,10-13,17-21",9999,12+,6,Y,ADMIN
569,bgmh*,9999,9999,,1,Y,ADMIN
570,bgmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
571,bgmha,6,9999,,11,Y,ADMIN
572,bgmha,"1-5,7-8,10-13,17-21",9999,12+,6,Y,ADMIN
573,bnmh*,9999,9999,,1,Y,ADMIN
574,bnmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
575,bnmha,6,9999,,11,Y,ADMIN
576,bnmha,"1-5,7-8,10-13,17-21",9999,12+,6,Y,ADMIN
577,?????,21,9999,,1,N,ADMIN
578,sudvd,"1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,30,Y,ADMIN
579,"sul* ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,33,Y,ADMIN
580,"ls*  ",48,"0-2,4-5,7-9,10,11,13,19",,23,Y,ALL
581,"ls*  ","35-37,70-77","0-2,4-5,7,10,11,13,19",,22,Y,ALL
582,"ls*  ","35-37,70-77",24,,22,Y,ALL
583,"ls*  ","35-37,70-77","8,9",,21,Y,ALL
584,"lsr* ","35-37,70-77",9999,,24,Y,ALL
585,"ls*  ","35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","0-2,4-5,7,10,11,13,19",,22,Y,ALL
586,"ls*  ","1-7,12,17,19-20","0-2,4-5,7,10,11,13,19",,69,Y,ALL
587,lssp*,9999,"5,25",,20,Y,ALL
588,lsspa,"35-39,45-46",9999,,140,Y,ALL
589,lsspa,"35-39,45-46",5,,222,Y,ALL
590,lsspa,"35-39,45-46",25,,227,Y,ALL
591,lsspj,"35-41,45-46",9999,,141,Y,ALL
592,"ls*  ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,210,Y,ALL
593,"ls*  ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,21,Y,ALL
594,lsbge,"1-20,67-87,90-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,33,Y,ADMIN
595,"lsr* ","35-43,45-46,67-69,70-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,20,Y,ALL
596,"ls*  ","35-37,70-77",15-17,,24,Y,ALL
597,lspr*,"35-43,45-46,67-69,70-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",03,,33,Y,ALL
598,"ls*  ","35,38-43,45-46,1-13,17-20,67-69,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",15-17,,20,Y,ALL
599,lsbb*,"35-43,45-46,1-13,17-20,67-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,36,Y,ADMIN
600,lshty,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
601,lshtj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
602,lshta,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
603,lshtb,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,35,Y,ADMIN
604,lshtb,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,34,Y,ADMIN
605,lshtd,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,35,Y,ADMIN
606,lshtd,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,34,Y,ADMIN
607,lsprx,9999,9999,,30,Y,ALL
608,lssgj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",5,,38,Y,ADMIN
609,lsill,9999,9999,,29,Y,ALL
610,lseqi,9999,13,,1,Y,ADMIN
611,lseqi,"35,36,38,40,45",13,,201,Y,ADMIN
612,lseqp,9999,"5,25",,20,Y,ADMIN
613,lseqp,39,"5,25",,1,Y,ADMIN
614,lseqp,"35-38,42-47",5,,90,Y,ADMIN
615,lseqp,"35-38,42-47",25,,228,Y,ADMIN
616,lshsa,9999,9999,,1,Y,ADMIN
617,lshsa,"35-39,45,46",9999,,143,Y,ADMIN
618,"ls*  ",9999,13,,90,N,ADMIN
619,"ls*  ","34-36,70",13,,89,N,ADMIN
620,"ls*  ","17-18,45-46,80-82",9999,,20,N,ADMIN
621,lsraj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
622,lsbcj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
623,lsboj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
624,lsbrj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
625,lsbrj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
626,lsdvj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
627,lsdvj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
628,lsfcj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
629,lsfnj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
630,lsgfj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
631,lsktj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
632,lsmcj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
633,lsnba,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
634,lsnfj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
635,lsnnj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
636,lsnpj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
637,lsnbj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
638,lsvbj,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
639,lsbcy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
640,lsbry,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
641,lsbry,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
642,lsdvy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
643,lsdvy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
644,lsnby,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
645,lsfny,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
646,lsfcy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
647,lsgfy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
648,lsnny,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
649,lsnfy,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
650,lsgny,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
651,lspry,"35-42,45-46,48",9999,,22,Y,ADMIN
652,lsbde,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
653,lsbge,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
654,lsdre,"1-13,17-20,35-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
655,ls*,34,9999,,28,Y,ADMIN
656,"mdy  ",9999,9999,,43,Y,ADMIN
657,"mdj  ",9999,9999,,275,Y,ADMIN
658,mdr*,9999,9999,,40,Y,ALL
659,mdr*,"70,75",9999,,92,Y,ADMIN
660,mduuu,9999,9999,,40,Y,ALL
661,mduuu,"70,75",9999,,92,Y,ADMIN
662,mdmde,9999,9999,,40,Y,ALL
663,mdmde,"70,75",9999,,92,Y,ADMIN
664,mdrlt,9999,9999,,40,Y,ALL
665,mdrlt,"70,75",9999,,92,Y,ADMIN
666,mdpry,9999,9999,,52,Y,ALL
667,mdpry,"70,75",9999,,98,Y,ADMIN
668,mdpra,9999,9999,,52,Y,ALL
669,mdpra,"70,75",9999,,98,Y,ADMIN
670,mdvd*,9999,9999,,91,Y,ALL
671,mdvd*,"70,75",9999,,99,Y,ADMIN
672,mdvdj,9999,9999,,274,Y,ADMIN
673,mdbc*,9999,9999,,44,Y,ALL
674,mdbc*,"70,75",9999,,95,Y,ADMIN
675,mdbcj,9999,26,,72,Y,ADMIN
676,mdbcj,67-87,26,,72,Y,ADMIN
677,mdcsj,9999,9999,,72,Y,ADMIN
678,mdmc*,9999,9999,,44,Y,ALL
679,mdmc*,"70,75",9999,,95,Y,ADMIN
680,mdmcj,9999,9999,,72,Y,ALL
681,mdngy,9999,9999,,44,Y,ALL
682,mdngy,"70,75",9999,,95,Y,ADMIN
683,mdprj,9999,9999,,273,Y,ADMIN
684,mdfna,9999,9999,,1,Y,ALL
685,mdfna,"70,75",9999,,96,Y,ADMIN
686,mdfb*,9999,9999,,79,Y,ADMIN
687,mdfbj,9999,9999,,80,Y,ADMIN
688,mdfna,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,45,Y,ALL
689,mdfga,9999,9999,,44,Y,ALL
690,mdfga,"1-7,12,17,19-20",9999,,72,Y,ALL
691,mdfga,"70,75",9999,,95,Y,ADMIN
692,mdfc*,9999,9999,,44,Y,ALL
693,mdfc*,"70,75",9999,,95,Y,ADMIN
694,mdfce,9999,9999,,72,Y,ALL
695,mdfcj,9999,9999,,72,Y,ALL
696,"mdd* ",9999,9999,,44,Y,ALL
697,mddca,9999,26,,233,Y,ADMIN
698,mddcy,9999,26,,233,Y,ADMIN
699,"mdd* ","67,68,69,70,75,77,83,87",9999,,95,Y,ADMIN
700,mddca,"67,68,69,70,73-78,80-84,87",26,,95,Y,ADMIN
701,mddcy,"67,68,69,70,73-78,80-84,87",26,,95,Y,ADMIN
702,mddcj,9999,9999,,72,Y,ADMIN
703,mddf*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
704,mddf*,"70,75",20,,58,Y,ADMIN
705,mddn*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
706,mddn*,"70,75",20,,58,Y,ADMIN
707,mdfcy,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
708,mdfcy,83,9999,,84,Y,ADMIN
709,mdfcy,"70,75",9999,,95,Y,ADMIN
710,mdnfy,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133",20,,44,Y,ADMIN
711,mdnfy,"70,75",20,,58,Y,ADMIN
712,mdpb*,9999,9999,,44,Y,ALL
713,mdpb*,"70,75",9999,,95,Y,ADMIN
714,mdpbj,9999,9999,,72,Y,ALL
715,mdere,9999,9999,,72,Y,ALL
716,mdnb*,9999,9999,,79,Y,ADMIN
717,mdnb*,"70,75",9999,,80,Y,ADMIN
718,mdnf*,9999,9999,,44,Y,ALL
719,mdnf*,"70,75",9999,,95,Y,ADMIN
720,mdnfj,9999,9999,,72,Y,ALL
721,mdnfe,9999,9999,,72,Y,ALL
722,mdnr*,9999,9999,,270,Y,ADMIN
723,mdnrj,9999,9999,,72,Y,ALL
724,mdnfy,83,9999,,84,Y,mde
725,mdnla,9999,9999,,44,Y,ALL
726,mdnla,"70,75",9999,,95,Y,ADMIN
727,mdfla,9999,9999,,44,Y,ALL
728,mdfla,"70,75",9999,,95,Y,ADMIN
729,mdnpj,9999,9999,,72,Y,ALL
730,mdfma,9999,9999,,44,Y,ALL
731,mdfma,"70,75",9999,,95,Y,ADMIN
732,mdnna,9999,9999,,44,Y,ALL
733,mdnna,"70,75",9999,,95,Y,ADMIN
734,mdnse,9999,9999,,72,Y,ALL
735,mdnsj,9999,9999,,72,Y,ALL
736,mdfse,9999,9999,,72,Y,ALL
737,mdfsj,9999,9999,,72,Y,ALL
738,mdfgy,9999,9999,,44,Y,ALL
739,mdfgy,"70,75",9999,,95,Y,ADMIN
740,mdfgj,9999,9999,,72,Y,ALL
741,mdbbj,9999,9999,,72,Y,ALL
742,mdill,9999,9999,,47,Y,ALL
743,mdill,"70,75",9999,,97,Y,ADMIN
744,mdnbj,9999,9999,,72,Y,ALL
745,mdrxj,9999,9999,,224,Y,ADMIN
746,mdrxj,"67-70,73-75,80-87",9999,,225,Y,ADMIN
747,mdggj,9999,9999,,224,Y,ADMIN
748,mdggj,"67-70,73-75,80-87",9999,,225,Y,ADMIN
749,mdlke,9999,9999,,224,Y,ALL
750,mdlke,"67-70,73-75,80-87",9999,,225,Y,ADMIN
751,mdltj,9999,9999,,224,Y,ADMIN
752,mdltj,"1-7,12,17,19-20",9999,,224,Y,ADMIN
753,mdltj,"70,75",9999,,224,Y,ADMIN
754,mdsna,9999,9999,,44,Y,ALL
755,mdsna,"70,75",9999,,95,Y,ADMIN
756,mdsnj,9999,9999,,72,Y,ALL
757,mdsny,9999,9999,,44,Y,ALL
758,mdsny,"70,75",9999,,95,Y,ADMIN
759,mdspa,9999,9999,,44,Y,ALL
760,mdspa,"70,75",9999,,95,Y,ADMIN
761,mdspj,9999,9999,,72,Y,ALL
762,mdxma,9999,9999,,194,Y,ALL
763,mdxma,"1-7,12,17,19-20",9999,,194,Y,ALL
764,mdxma,"70,75",9999,,95,Y,ADMIN
765,mdspy,9999,9999,,44,Y,ALL
766,mdspy,"70,75",9999,,95,Y,ADMIN
767,mdvgy,9999,9999,,232,Y,ADMIN
768,mdvgy,"67,68,69,70,73-78,80-84,87",9999,,234,Y,ADMIN
769,mdnab,9999,9999,,44,Y,ADMIN
770,mdnab,"70,75",9999,,95,Y,ADMIN
771,mdnyb,9999,9999,,44,Y,ADMIN
772,mdnyb,"70,75",9999,,95,Y,ADMIN
773,md*,9999,15-17,,40,Y,ALL
774,md*,"70,75",15-17,,92,Y,ADMIN
775,"mdn* ","1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
776,"mdn* ","70,75",20,,58,Y,ADMIN
777,"mdf* ","1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
778,"mdf* ","70,75",20,,58,Y,ADMIN
779,mdpb*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
780,mdpb*,"70,75",20,,58,Y,ADMIN
781,mdfna,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,57,Y,mde
782,mdfna,"70,75",20,,56,Y,mde
783,mdmc*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","20,21",,58,Y,mde
784,mdmc*,"70,75","20,21",,58,Y,mde
785,mdbc*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","20,22",,58,Y,mde
786,mdbc*,"70,75","20,22",,58,Y,mde
787,mdvda,9999,25,,1,Y,mde
788,mdvda,"67,70,80,84",25,,86,Y,mde
789,mdcpa,9999,25,,1,Y,mde
790,mdcpa,"67,70,80,84",25,,86,Y,mde
791,mdvd*,"1-14,17-20,34-46,48,67-69,70-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",23,,86,Y,mde
792,mdvdj,"70,75",23,,85,Y,mde
793,mdvd*,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,mde
794,mdvd*,"70,75",20,,58,Y,mde
795,mdvdj,9999,20,,224,Y,mde
796,mdvd*,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,44,Y,mde
797,mdvd*,"70,75",24,,95,Y,mde
798,mdvdj,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,72,Y,mde
799,"md*  ",9999,13,,88,Y,mde
