"",Location,Patron Type,Item Type,Age Range,Rule Number,Active,Editable By
489,bncba,"1-8,10,12,19-21",17,,223,Y,ADMIN
490,"b*   ","1-3,5,7,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,54,Y,ADMIN
491,"b*   ","4,7-8,12,70",20,,55,Y,ADMIN
492,bbfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
493,bbfpj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
494,bbfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ADMIN
495,bbfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ADMIN
496,bmfpj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
497,bmfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
498,befcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
499,befbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
500,befbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
501,bgfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
502,bgfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
503,bmfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
504,bmfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
505,bnfbj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
506,bnfbj,"1-5,7-8,10,12-13,17-21",20,,110,Y,ALL
507,"bmej ","34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,111,Y,ALL
508,"bmej ","1-3,5,10,13,17-21",20,,110,Y,ALL
509,bgfcj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
510,bbnfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
511,bmnfj,"1-3,5,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,63,Y,ADMIN
512,"b*   ","1-6,7,10,13,17-21,34-43,45-46,67-69,71-77,80-82,84-86,95-100,105-106,108-112,114-119,125-129,131-133,135-137",23,,103,Y,ADMIN
513,bmill,"1-8,10,13,17-21","0-1,7,10,11,14,15,16,17,19",,119,Y,ALL
514,bmill,"1-8,10,13,17-21","2-3,8-9",,120,Y,ALL
515,"bc   ",11,9999,,17,N,ALL
516,bevmj,6,"7,8,9",,11,Y,ADMIN
517,bevmj,"1-5,7-8,10,12-13,17-21,34-43,45-46,67-77,80-82,84-86,95-100,105-106,108-112,114-119,125-129,131-133,135-137","7,8,9,20",,83,Y,ALL
518,bgvmj,6,"7,8,9",,11,Y,ADMIN
519,bgvmj,"1-5,7-8,10,12-13,17-21,34-43,45-46,67-77,80-82,84-87,95-100,105-106,108-112,114-119,125-129,131-133,135-137","7,8,9,20",,83,Y,ALL
520,"bmi  ",9999,9999,,1,Y,ADMIN
521,bberd,9999,5,,1,Y,ADMIN
522,bberd,"1-8,10,13,17-21",5,,103,Y,ADMIN
523,beerd,9999,5,,1,Y,ADMIN
524,beerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
525,bgerd,9999,5,,1,Y,ADMIN
526,bgerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
527,bnerd,9999,5,,1,Y,ADMIN
528,bnerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
529,bmerd,9999,5,,1,Y,ADMIN
530,bmerd,"1-8,10,13,17-21",5,,103,Y,ADMIN
531,bmerd,7,40,,101,N,ADMIN
532,bmrba,9999,13,,1,Y,ADMIN
533,bmrba,"1-4,6-9,11-13,17-18",13,,103,Y,ADMIN
534,lserd,9999,40,,20,Y,ADMIN
535,lserd,"35,36,38,45",40,,102,Y,ADMIN
536,bbktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ADMIN
537,bnktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ADMIN
538,bektj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
539,bgktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
540,bmktj,"34-43,45-46,67-69,70-77,80-82,84-86,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,1,Y,ALL
541,bbktj,"1-8,10,13,17-21",9999,,104,Y,ADMIN
542,bektj,"1-8,10,13,17-21",9999,,104,Y,ALL
543,bgktj,"1-8,10,13,17-21",9999,,104,Y,ALL
544,bmktj,"1-8,10,13,17-21",9999,,104,Y,ALL
545,bnktj,"1-8,10,13,17-21",9999,,104,Y,ADMIN
546,bbmh*,9999,9999,,1,Y,ADMIN
547,bbmha,6,9999,,11,Y,ADMIN
548,bbmha,"1-5,7-8,10,12-13,17-21",9999,12+,6,Y,ADMIN
549,bmmh*,9999,9999,,1,Y,ADMIN
550,bmmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
551,bmmha,6,9999,,11,Y,ADMIN
552,bmmha,"1-5,7-8,10,12-13,17-21",9999,12+,6,Y,ADMIN
553,bemh*,9999,9999,,1,Y,ADMIN
554,bemhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
555,bemha,6,9999,,11,Y,ADMIN
556,bemha,"1-5,7-8,10,12-13,17-21",9999,12+,6,Y,ADMIN
557,bgmh*,9999,9999,,1,Y,ADMIN
558,bgmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
559,bgmha,6,9999,,11,Y,ADMIN
560,bgmha,"1-5,7-8,10,12-13,17-21",9999,12+,6,Y,ADMIN
561,bnmh*,9999,9999,,1,Y,ADMIN
562,bnmhx,"1-8,10,12-13,17-21",9999,12+,54,Y,ADMIN
563,bnmha,6,9999,,11,Y,ADMIN
564,bnmha,"1-5,7-8,10,12-13,17-21",9999,12+,6,Y,ADMIN
565,?????,21,9999,,1,N,ADMIN
566,sudvd,"1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,30,Y,ADMIN
567,"sul* ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,33,Y,ADMIN
568,"ls*  ",48,"0-2,4-5,7-9,10,11,13,19",,23,Y,ALL
569,ls*,34,9999,,28,Y,ALL
570,"ls*  ","35-37,70-77","0-2,4-5,7,10,11,13,19",,22,Y,ALL
571,lsart,"35-37,70-77",12,,22,Y,ALL
572,"ls*  ","35-37,70-77",24,,22,Y,ALL
573,"ls*  ","35-37,70-77","8,9",,21,Y,ALL
574,"lsr* ","35-37,70-77",9999,,24,Y,ALL
575,"ls*  ","35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","0-2,4-5,7,10,11,13,19",,22,Y,ALL
576,"ls*  ","1-7,12,17,19-20","0-2,4-5,7,10,11,13,19",,69,Y,ALL
577,lsart,"35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,125-129,131-133,135-137",12,,22,Y,ALL
578,lsart,"1-7,12,17,19-20",12,,69,Y,ALL
579,lssp*,9999,"5,25",,20,Y,ALL
580,lsspa,"35-39,45-46",9999,,140,Y,ALL
581,lsspa,"35-39,45-46",5,,222,Y,ALL
582,lsspa,"35-39,45-46",25,,227,Y,ALL
583,lsspj,"35-41,45-46",9999,,141,Y,ALL
584,"ls*  ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,210,Y,ALL
585,"ls*  ","1-7,12,17,19-20,35,38-43,45-46,67-69,3,8-11,13-15,18,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","8,9",,21,Y,ALL
586,lsbge,"1-20,67-87,90-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,33,Y,ADMIN
587,"lsr* ","34-43,45-46,67-69,70-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,20,Y,ALL
588,"ls*  ","35-37,70-77",15-17,,24,Y,ALL
589,lspr*,"35-43,45-46,67-69,70-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",03,,33,Y,ALL
590,lsnca,"35-43,45-46,1-13,17-20,67-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",03,,33,Y,ALL
591,"ls*  ","35,38-43,45-46,1-13,17-20,67-69,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",15-17,,20,Y,ALL
592,lsbb*,"35-43,45-46,1-13,17-20,67-77,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,36,Y,ADMIN
593,lshty,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
594,lshtj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
595,lshta,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
596,lshtb,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,35,Y,ADMIN
597,lshtb,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,34,Y,ADMIN
598,lshtd,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,35,Y,ADMIN
599,lshtd,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,34,Y,ADMIN
600,lsprx,9999,9999,,30,Y,ALL
601,lssgj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",5,,38,Y,ADMIN
602,lsill,9999,9999,,29,Y,ALL
603,lseqi,9999,13,,1,Y,ADMIN
604,lseqi,"34,35,36,38,40,45",13,,201,Y,ADMIN
605,lseqp,9999,"5,25",,20,Y,ADMIN
606,lseqp,"34-39,42-47",5,,90,Y,ADMIN
607,lseqp,"34-39,42-47",25,,228,Y,ADMIN
608,"ls*  ",9999,13,,90,N,ADMIN
609,"ls*  ","34-36,70",13,,89,N,ADMIN
610,"ls*  ","17-18,45-46,80-82",9999,,20,N,ADMIN
611,lsraj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
612,lsbcj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
613,lsbtj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
614,lsboj,"35-43,45-46,1-13,17-20,67-70,80-82,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,34,Y,ADMIN
615,lsbbj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,36,Y,ADMIN
616,lsbrj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
617,lsbrj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
618,lsdvj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
619,lsdvj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
620,lsfcj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
621,lsfnj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
622,lsgfj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
623,lsktj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
624,lsmcj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
625,lsnba,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
626,lsnfj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
627,lsnnj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
628,lsnpj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
629,lsnbj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
630,lsnvj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
631,lsrpj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
632,lsvbj,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
633,lsbby,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,36,Y,ADMIN
634,lsbcy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
635,lsbry,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
636,lsbry,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
637,lsdvy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",24,,22,Y,ADMIN
638,lsdvy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9,,21,Y,ADMIN
639,lsnby,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
640,lsfny,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
641,lsfcy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
642,lsgfy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
643,lsnny,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
644,lsnfy,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
645,lsgny,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
646,lspry,"34-42,45-46,48",9999,,22,Y,ADMIN
647,lsbde,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
648,lsbge,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
649,lsdre,"1-13,17-20,34-43,45-46,67-77,80-82,84-87,92-93,95-100,105-106,108-110,117-119,125-129,131-133,135-137",9999,,22,Y,ADMIN
650,"mdy  ",9999,9999,,43,Y,ADMIN
651,"mdj  ",9999,9999,,43,Y,ADMIN
652,mdr*,9999,9999,,40,Y,ALL
653,mdr*,"70,75",9999,,92,Y,ADMIN
654,mduuu,9999,9999,,40,Y,ALL
655,mduuu,"70,75",9999,,92,Y,ADMIN
656,mdmde,9999,9999,,40,Y,ALL
657,mdmde,"70,75",9999,,92,Y,ADMIN
658,mdrlt,9999,9999,,40,Y,ALL
659,mdrlt,"70,75",9999,,92,Y,ADMIN
660,mdpry,9999,9999,,52,Y,ALL
661,mdpry,"70,75",9999,,98,Y,ADMIN
662,mdpra,9999,9999,,52,Y,ALL
663,mdpra,"70,75",9999,,98,Y,ADMIN
664,mdvd*,9999,9999,,91,Y,ALL
665,mdvd*,"70,75",9999,,99,Y,ADMIN
666,mdvdj,9999,9999,,74,Y,ALL
667,mdbc*,9999,9999,,44,Y,ALL
668,mdbc*,"70,75",9999,,95,Y,ADMIN
669,mdbcj,9999,9999,,233,Y,ADMIN
670,mdbcj,"67,68,69,70,77,83,87",9999,,72,Y,ALL
671,mdcsj,9999,9999,,72,Y,ADMIN
672,mdmc*,9999,9999,,44,Y,ALL
673,mdmc*,"70,75",9999,,95,Y,ADMIN
674,mdmcj,999,9999,,72,Y,ALL
675,mdngy,9999,9999,,44,Y,ALL
676,mdngy,"70,75",9999,,95,Y,ADMIN
677,mdprj,9999,9999,,71,Y,ALL
678,mdfna,9999,9999,,1,Y,ALL
679,mdfna,"70,75",9999,,96,Y,ADMIN
680,mdfb*,9999,9999,,79,Y,ADMIN
681,mdfbj,9999,9999,,80,Y,ADMIN
682,mdfna,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",9999,,45,Y,ALL
683,mdfga,9999,9999,,44,Y,ALL
684,mdfga,"1-7,12,17,19-20",9999,,72,Y,ALL
685,mdfga,"70,75",9999,,95,Y,ADMIN
686,mdfc*,9999,9999,,44,Y,ALL
687,mdfc*,"70,75",9999,,95,Y,ADMIN
688,mdfce,9999,9999,,72,Y,ALL
689,mdfcj,9999,9999,,72,Y,ALL
690,"mdd* ",9999,9999,,44,Y,ALL
691,mddca,9999,26,,233,Y,ADMIN
692,mddcy,9999,26,,233,Y,ADMIN
693,"mdd* ","67,68,69,70,75,77,83,87",9999,,95,Y,ADMIN
694,mddca,"67,68,69,70,73-78,80-84,87",26,,95,Y,ADMIN
695,mddcy,"67,68,69,70,73-78,80-84,87",26,,95,Y,ADMIN
696,mddcj,9999,9999,,95,Y,ADMIN
697,mddf*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
698,mddf*,"70,75",20,,58,Y,ADMIN
699,mddn*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
700,mddn*,"70,75",20,,58,Y,ADMIN
701,mdfcy,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
702,mdfcy,83,9999,,84,Y,ADMIN
703,mdfcy,"70,75",9999,,95,Y,ADMIN
704,mdnfy,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133",20,,44,Y,ADMIN
705,mdnfy,"70,75",20,,58,Y,ADMIN
706,mdpb*,9999,9999,,44,Y,ALL
707,mdpb*,"70,75",9999,,95,Y,ADMIN
708,mdpbj,9999,9999,,72,Y,ALL
709,mdere,9999,9999,,72,Y,ALL
710,mdnb*,9999,9999,,79,Y,ADMIN
711,mdnb*,"70,75",9999,,80,Y,ADMIN
712,mdnf*,9999,9999,,44,Y,ALL
713,mdnf*,"70,75",9999,,95,Y,ADMIN
714,mdnfj,9999,9999,,72,Y,ALL
715,mdnfe,9999,9999,,72,Y,ALL
716,mdnr*,9999,9999,,44,Y,ALL
717,mdnr*,"70,75",9999,,95,Y,ADMIN
718,mdnrj,9999,9999,,72,Y,ALL
719,mdnfy,83,9999,,84,Y,mde
720,mdnla,9999,9999,,44,Y,ALL
721,mdnla,"70,75",9999,,95,Y,ADMIN
722,mdfla,9999,9999,,44,Y,ALL
723,mdfla,"70,75",9999,,95,Y,ADMIN
724,mdnpj,9999,9999,,72,Y,ALL
725,mdfma,9999,9999,,44,Y,ALL
726,mdfma,"70,75",9999,,95,Y,ADMIN
727,mdnna,9999,9999,,44,Y,ALL
728,mdnna,"70,75",9999,,95,Y,ADMIN
729,mdnse,9999,9999,,72,Y,ALL
730,mdnsj,9999,9999,,72,Y,ALL
731,mdfse,9999,9999,,72,Y,ALL
732,mdfsj,9999,9999,,72,Y,ALL
733,mdfgy,9999,9999,,44,Y,ALL
734,mdfgy,"70,75",9999,,95,Y,ADMIN
735,mdfgj,9999,9999,,72,Y,ALL
736,mdbbj,9999,9999,,72,Y,ALL
737,mdill,9999,9999,,47,Y,ALL
738,mdill,"70,75",9999,,97,Y,ADMIN
739,mdnbj,9999,9999,,72,Y,ALL
740,mdrxj,9999,9999,,224,Y,ADMIN
741,mdrxj,"67-70,73-75,80-87",9999,,225,Y,ADMIN
742,mdggj,9999,9999,,224,Y,ADMIN
743,mdggj,"67-70,73-75,80-87",9999,,225,Y,ADMIN
744,mdlke,9999,9999,,224,Y,ALL
745,mdlke,"67-70,73-75,80-87",9999,,225,Y,ADMIN
746,mdltj,9999,9999,,224,Y,ADMIN
747,mdltj,"1-7,12,17,19-20",9999,,224,Y,ADMIN
748,mdltj,"70,75",9999,,224,Y,ADMIN
749,mdsna,9999,9999,,44,Y,ALL
750,mdsna,"70,75",9999,,95,Y,ADMIN
751,mdsnj,9999,9999,,72,Y,ALL
752,mdsny,9999,9999,,44,Y,ALL
753,mdsny,"70,75",9999,,95,Y,ADMIN
754,mdspa,9999,9999,,44,Y,ALL
755,mdspa,"70,75",9999,,95,Y,ADMIN
756,mdspj,9999,9999,,72,Y,ALL
757,mdxma,9999,9999,,194,Y,ALL
758,mdxma,"1-7,12,17,19-20",9999,,194,Y,ALL
759,mdxma,"70,75",9999,,95,Y,ADMIN
760,mdspy,9999,9999,,44,Y,ALL
761,mdspy,"70,75",9999,,95,Y,ADMIN
762,mdvgy,9999,9999,,232,Y,ADMIN
763,mdvgy,"67,68,69,70,73-78,80-84,87",9999,,234,Y,ADMIN
764,mdnab,9999,9999,,44,Y,ADMIN
765,mdnab,"70,75",9999,,95,Y,ADMIN
766,mdnyb,9999,9999,,44,Y,ADMIN
767,mdnyb,"70,75",9999,,95,Y,ADMIN
768,md*,9999,15-17,,40,Y,ALL
769,md*,"70,75",15-17,,92,Y,ADMIN
770,"mdn* ","1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
771,"mdn* ","70,75",20,,58,Y,ADMIN
772,"mdf* ","1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
773,"mdf* ","70,75",20,,58,Y,ADMIN
774,mdpb*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,ADMIN
775,mdpb*,"70,75",20,,58,Y,ADMIN
776,mdfna,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,57,Y,mde
777,mdfna,"70,75",20,,56,Y,mde
778,mdmc*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","20,21",,58,Y,mde
779,mdmc*,"70,75","20,21",,58,Y,mde
780,mdbc*,"1-14,17-20,34-46,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137","20,22",,58,Y,mde
781,mdbc*,"70,75","20,22",,58,Y,mde
782,mdvda,9999,25,,1,Y,mde
783,mdvda,"67,70,80,84",25,,86,Y,mde
784,mdcpa,9999,25,,1,Y,mde
785,mdcpa,"67,70,80,84",25,,86,Y,mde
786,mdvd*,"1-14,17-20,34-46,48,67-69,70-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",23,,86,Y,mde
787,mdvdj,"70,75",23,,85,Y,mde
788,mdvd*,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",20,,58,Y,mde
789,mdvd*,"70,75",20,,58,Y,mde
790,mdvdj,9999,20,,224,Y,mde
791,mdvd*,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,44,Y,mde
792,mdvd*,"70,75",24,,95,Y,mde
793,mdvdj,"1-14,17-20,34-46,48,67-69,71-75,80-82,83,84-87,92-93,95-100,105-106,108-112,114-119,125-129,131-133,135-137",24,,72,Y,mde
